gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	T
SIGLEC14	Q08ET2	False	SIGLEC14_HUMAN		CPI-SS0BA5F557A	0.0	0.046	0.0	0.055	0.011	0.074	0.0
SIGLEC14	Q08ET2	False	SIGLEC14_HUMAN		CPI-SS0DD1E0632	0.0	0.046	0.0	0.055	0.011	0.074	0.0
SIGLEC14	Q08ET2	False	SIGLEC14_HUMAN		CPI-SS0FD575FF9	0.0	0.046	0.0	0.055	0.011	0.074	0.0
SIGLEC14	Q08ET2	False	SIGLEC14_HUMAN		CPI-SS01733F1B1	0.0	0.046	0.0	0.055	0.011	0.074	0.0
SIGLEC14	Q08ET2	False	SIGLEC14_HUMAN		CPI-SS0BB7E7A9C	0.0	0.046	0.0	0.055	0.011	0.074	0.0
PIGA	P37287	False	PIGA_HUMAN		CPI-SS07F9FC025	0.099	0.084	0.248	0.206	0.089	0.201	0.115
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.0	0.0	0.005	0.0	0.008	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.0	0.0	0.005	0.0	0.008	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.152	0.241	0.0	0.134	0.027	0.135	0.027
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.152	0.241	0.0	0.134	0.027	0.135	0.027
FAM200A	Q8TCP9	False	FAM200A_HUMAN		CPI-SS0BC6AC3BA	0.0	0.027	0.0	0.0	0.004	0.005	0.0
WBP1	Q96G27	False	WBP1_HUMAN		CPI-SS065FD4729	0.125	0.069	0.117	0.091	0.094	0.087	0.0
SIGLEC1	Q9BZZ2	False	SIGLEC1_HUMAN		CPI-SS01ED58927	0.0	0.0	0.0	0.0	0.0	0.002	0.0
SIGLEC1	Q9BZZ2	False	SIGLEC1_HUMAN		CPI-SS00072C071	0.0	0.0	0.0	0.0	0.0	0.002	0.0
SIGLEC1	Q9BZZ2	False	SIGLEC1_HUMAN		CPI-SS02E75B83E	0.0	0.0	0.0	0.0	0.0	0.002	0.0
SIGLEC1	Q9BZZ2	False	SIGLEC1_HUMAN		CPI-SS00C56A852	0.0	0.0	0.0	0.0	0.0	0.002	0.0
SIGLEC1	Q9BZZ2	False	SIGLEC1_HUMAN		CPI-SS02A170A99	0.0	0.0	0.0	0.0	0.0	0.002	0.0
SIGLEC1	Q9BZZ2	False	SIGLEC1_HUMAN		CPI-SS02C2221B5	0.0	0.0	0.0	0.0	0.0	0.002	0.0
TNFRSF13C	Q96RJ3	False	TNFRSF13C_HUMAN		CPI-SS072806553	0.674	0.0	0.0	0.0	0.006	0.0	0.0
VSIR	Q9H7M9	False	VSIR_HUMAN		CPI-SS03FA58286	0.071	0.588	0.0	0.906	0.093	1.0	0.14
VSIR	Q9H7M9	False	VSIR_HUMAN		CPI-SS0A42A3690	0.071	0.588	0.0	0.906	0.093	1.0	0.14
VSIR	Q9H7M9	False	VSIR_HUMAN		CPI-SS010867E53	0.071	0.588	0.0	0.906	0.093	1.0	0.14
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS02EBC1BB0	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS08B133D8D	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS04A5D6B6F	0.0	0.035	0.0	0.091	0.051	0.062	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0419B1A91	0.0	0.035	0.0	0.091	0.051	0.062	0.0
SEMA4C	Q9C0C4	False	SEMA4C_HUMAN		CPI-SS0B81F1BF5	0.0	0.008	0.0	0.012	0.013	0.014	0.0
SEMA4C	Q9C0C4	False	SEMA4C_HUMAN		CPI-SS0BF32D377	0.0	0.008	0.0	0.012	0.013	0.014	0.0
SEMA4C	Q9C0C4	False	SEMA4C_HUMAN		CPI-SS0AB21032D	0.0	0.008	0.0	0.012	0.013	0.014	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0	0.0	0.0	0.0	0.0	0.0	0.175
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.0	0.0	0.0	0.0	0.0	0.0	0.175
TRAF2	Q12933	False	TRAF2_HUMAN		CPI-SS045D034B1	0.0	0.033	0.054	0.024	0.04	0.013	0.0
TRAF2	Q12933	False	TRAF2_HUMAN		CPI-SS08B472AE6	0.0	0.033	0.054	0.024	0.04	0.013	0.0
TRAF2	Q12933	False	TRAF2_HUMAN		CPI-SS0066F1AF3	0.0	0.033	0.054	0.024	0.04	0.013	0.0
TRAF2	Q12933	False	TRAF2_HUMAN		CPI-SS0DED32BC6	0.0	0.033	0.054	0.024	0.04	0.013	0.0
TRADD	Q15628	False	TRADD_HUMAN		CPI-SS01037DCDC	0.03	0.068	0.14	0.055	0.067	0.063	0.064
TRADD	Q15628	False	TRADD_HUMAN		CPI-SS0F3EC465D	0.03	0.068	0.14	0.055	0.067	0.063	0.064
CELSR2	Q9HCU4	False	CELSR2_HUMAN		CPI-SS034B442CE	0.0	0.018	0.0	0.016	0.0	0.009	0.0
SEMA4B	Q9NPR2	False	SEMA4B_HUMAN		CPI-SS0D4296DD4	0.0	0.0	0.0	0.014	0.005	0.012	0.0
SEMA4B	Q9NPR2	False	SEMA4B_HUMAN		CPI-SS0CD66E589	0.0	0.0	0.0	0.014	0.005	0.012	0.0
SEMA4B	Q9NPR2	False	SEMA4B_HUMAN		CPI-SS0777989FE	0.0	0.0	0.0	0.014	0.005	0.012	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0FB210F6A	0.0	0.007	0.0	0.02	0.006	0.011	0.0
LRRTM2	O43300	False	LRRTM2_HUMAN		CPI-SS0B2D98551	0.0	0.029	0.0	0.0	0.005	0.002	0.0
IL10RB	Q08334	False	IL10RB_HUMAN		CPI-SS0E941CED6	0.037	0.12	0.053	0.298	0.043	0.217	0.0
IL10RB	Q08334	False	IL10RB_HUMAN		CPI-SS0F45116B0	0.037	0.12	0.053	0.298	0.043	0.217	0.0
TYK2	P29597	False	TYK2_HUMAN		CPI-SS0B66DF628	0.028	0.157	0.0	0.184	0.061	0.159	0.0
TYK2	P29597	False	TYK2_HUMAN		CPI-SS005AE41F6	0.028	0.157	0.0	0.184	0.061	0.159	0.0
PIK3CA	P42336	False	PIK3CA_HUMAN		CPI-SS09F7EC449	0.086	0.101	0.278	0.134	0.122	0.135	0.477
PTPRM	P28827	False	PTPRM_HUMAN		CPI-SS08E3C0994	0.0	0.0	0.0	0.0	0.009	0.0	0.098
CDH2	P19022	False	CDH2_HUMAN		CPI-SS011614604	0.0	0.0	0.0	0.0	0.014	0.0	0.0
ITGAE	P38570	False	ITGAE_HUMAN		CPI-SS0950D1617	0.297	0.375	0.0	0.258	0.317	0.208	0.227
KLRG1	Q96E93	False	KLRG1_HUMAN		CPI-SS0CC5DCE80	0.0	0.093	0.0	0.006	0.059	0.008	0.064
ECM1	Q16610	False	ECM1_HUMAN		CPI-SS0D7DA6C43	0.0	0.016	0.0	0.004	0.022	0.003	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.0	0.028	0.0	0.046	0.048	0.04	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS05410E490	0.0	0.028	0.0	0.046	0.048	0.04	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS07DE8A866	0.0	0.028	0.0	0.046	0.048	0.04	0.0
MS4A4A	Q96JQ5	False	MS4A4A_HUMAN		CPI-SS0978D28AB	0.0	0.107	0.0	0.132	0.001	0.062	0.0
RHBDF2	Q6PJF5	False	RHBDF2_HUMAN		CPI-SS0A4329ED5	0.0	0.09	0.0	0.087	0.013	0.097	0.063
STAB1	Q9NY15	False	STAB1_HUMAN		CPI-SS0BD6ECBE6	0.022	0.105	0.0	0.33	0.035	0.375	0.0
ACVR1C	Q8NER5	False	ACVR1C_HUMAN		CPI-SS0250994FF	0.0	0.0	0.0	0.0	0.0	0.002	0.05
ACVR1C	Q8NER5	False	ACVR1C_HUMAN		CPI-SS0EB2B2DB1	0.0	0.0	0.0	0.0	0.0	0.002	0.05
ACVR1C	Q8NER5	False	ACVR1C_HUMAN		CPI-SS03B6D4097	0.0	0.0	0.0	0.0	0.0	0.002	0.05
ACVR1C	Q8NER5	False	ACVR1C_HUMAN		CPI-SS03DFE51D8	0.0	0.0	0.0	0.0	0.0	0.002	0.05
OCLN	Q16625	False	OCLN_HUMAN		CPI-SS0A1DD1B11	0.03	0.036	0.0	0.013	0.061	0.025	0.0
OCLN	Q16625	False	OCLN_HUMAN		CPI-SS077E6BC13	0.03	0.036	0.0	0.013	0.061	0.025	0.0
LGALS3	P17931	False	LGALS3_HUMAN		CPI-SS0FC3637E5	0.059	0.361	0.517	0.553	0.05	0.634	0.231
LGALS3	P17931	False	LGALS3_HUMAN		CPI-SS07DC1C125	0.059	0.361	0.517	0.553	0.05	0.634	0.231
RGS19	P49795	False	RGS19_HUMAN		CPI-SS043BB29C6	0.038	0.231	0.0	0.299	0.129	0.275	0.055
CTTN	Q14247	False	CTTN_HUMAN		CPI-SS0D1CC983D	0.0	0.006	0.397	0.0	0.0	0.001	0.0
KCNAB1	Q14722	False	KCNAB1_HUMAN		CPI-SS09260B4F1	0.0	0.0	0.0	0.0	0.0	0.001	0.0
TRIP6	Q15654	False	TRIP6_HUMAN		CPI-SS0F409EB9F	0.0	0.154	0.091	0.102	0.237	0.1	0.0
ZYX	Q15942	False	ZYX_HUMAN		CPI-SS0FC9B5203	0.139	0.639	0.269	0.751	0.365	0.737	0.187
FAM126B	Q8IXS8	False	FAM126B_HUMAN		CPI-SS023C5999D	0.129	0.205	0.322	0.196	0.108	0.169	0.031
SMAP1	Q8IYB5	False	SMAP1_HUMAN		CPI-SS05C93D8AD	0.17	0.132	0.122	0.187	0.167	0.175	0.322
SMAP1	Q8IYB5	False	SMAP1_HUMAN		CPI-SS0D5A8C2CA	0.17	0.132	0.122	0.187	0.167	0.175	0.322
TREM1	Q9NP99	False	TREM1_HUMAN		CPI-SS074C7086D	0.039	0.343	0.017	0.795	0.021	0.942	0.076
TREM1	Q9NP99	False	TREM1_HUMAN		CPI-SS0CCD27D10	0.039	0.343	0.017	0.795	0.021	0.942	0.076
ADGRG1	Q9Y653	False	ADGRG1_HUMAN		CPI-SS09C0B8677	0.0	0.0	0.053	0.003	0.084	0.007	0.101
CD300LF	Q8TDQ1	False	CD300LF_HUMAN		CPI-SS0C7914682	0.0	0.098	0.0	0.149	0.07	0.099	0.0
CD300LF	Q8TDQ1	False	CD300LF_HUMAN		CPI-SS08916970E	0.0	0.098	0.0	0.149	0.07	0.099	0.0
CD300LF	Q8TDQ1	False	CD300LF_HUMAN		CPI-SS0679A45E2	0.0	0.098	0.0	0.149	0.07	0.099	0.0
ERFE	Q4G0M1	False	ERFE_HUMAN		CPI-SS09D5B5F9C	0.0	0.0	0.195	0.0	0.004	0.001	0.0
OSCAR	Q8IYS5	False	OSCAR_HUMAN		CPI-SS086B7B4B5	0.035	0.076	0.0	0.163	0.004	0.199	0.0
OSCAR	Q8IYS5	False	OSCAR_HUMAN		CPI-SS0AC980D24	0.035	0.076	0.0	0.163	0.004	0.199	0.0
MICA	Q29983	False	MICA_HUMAN		CPI-SS0C9B2E800	0.0	0.021	0.224	0.014	0.028	0.02	0.0
MICA	Q29983	False	MICA_HUMAN		CPI-SS011686FBF	0.0	0.021	0.224	0.014	0.028	0.02	0.0
TREML2	Q5T2D2	False	TREML2_HUMAN		CPI-SS03A349B0D	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IGFBP7	Q16270	False	IGFBP7_HUMAN		CPI-SS06956E3DA	0.105	0.398	0.0	0.543	1.121	0.375	0.113
LRRC4	Q9HBW1	False	LRRC4_HUMAN		CPI-SS091CCB0B8	0.0	0.0	0.0	0.013	0.007	0.012	0.0
LRRC4	Q9HBW1	False	LRRC4_HUMAN		CPI-SS0101E7378	0.0	0.0	0.0	0.013	0.007	0.012	0.0
LRRC4	Q9HBW1	False	LRRC4_HUMAN		CPI-SS0FB480828	0.0	0.0	0.0	0.013	0.007	0.012	0.0
LRRC4	Q9HBW1	False	LRRC4_HUMAN		CPI-SS0B8E047C7	0.0	0.0	0.0	0.013	0.007	0.012	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS046378052	0.0	0.0	0.0	0.0	0.002	0.0	0.0
TCTN2	Q96GX1	False	TCTN2_HUMAN		CPI-SS0F6313ABA	0.0	0.0	0.0	0.0	0.009	0.002	0.0
TNFRSF8	P28908	False	TNFRSF8_HUMAN		CPI-SS0ED247268	0.0	0.0	0.0	0.0	0.002	0.004	0.0
TNFRSF8	P28908	False	TNFRSF8_HUMAN		CPI-SS009167F64	0.0	0.0	0.0	0.0	0.002	0.004	0.0
LAG3	P18627	False	LAG3_HUMAN		CPI-SS012A9269F	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0EB765A1B	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0EA42D5F1	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS09F82DB40	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS01B1F254C	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0570EC655	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0102552D8	0.045	0.006	0.0	0.0	0.12	0.003	0.059
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0A077C834	0.045	0.006	0.0	0.0	0.12	0.003	0.059
SEMA4F	O95754	False	SEMA4F_HUMAN		CPI-SS0A33486C0	0.0	0.0	0.0	0.0	0.01	0.003	0.0
RARRES1	P49788	False	RARRES1_HUMAN		CPI-SS05031DE7E	0.0	0.0	0.0	0.0	0.0	0.001	0.0
FCRL6	Q6DN72	False	FCRL6_HUMAN		CPI-SS0B416B8AA	0.0	0.0	0.0	0.0	0.0	0.0	0.112
IFNGR1	P15260	False	IFNGR1_HUMAN		CPI-SS031DC84BB	0.187	0.268	0.091	0.466	0.128	0.494	0.312
IFNGR1	P15260	False	IFNGR1_HUMAN		CPI-SS026B4F6EE	0.187	0.268	0.091	0.466	0.128	0.494	0.312
IFNGR1	P15260	False	IFNGR1_HUMAN		CPI-SS04C548F6A	0.187	0.268	0.091	0.466	0.128	0.494	0.312
CD33	P20138	False	CD33_HUMAN		CPI-SS017B60A10	0.0	0.354	0.0	0.216	0.111	0.227	0.0
CD33	P20138	False	CD33_HUMAN		CPI-SS089C2DB35	0.0	0.354	0.0	0.216	0.111	0.227	0.0
CD33	P20138	False	CD33_HUMAN		CPI-SS08D69FD3C	0.0	0.354	0.0	0.216	0.111	0.227	0.0
CD33	P20138	False	CD33_HUMAN		CPI-SS086EA378D	0.0	0.354	0.0	0.216	0.111	0.227	0.0
PIGR	P01833	False	PIGR_HUMAN		CPI-SS03203E1A3	0.164	0.015	0.0	0.005	0.0	0.0	0.0
CASP8	Q14790	False	CASP8_HUMAN		CPI-SS06F4B6A7E	0.295	0.486	0.316	0.42	0.303	0.374	0.141
CASP8	Q14790	False	CASP8_HUMAN		CPI-SS0C0273A26	0.295	0.486	0.316	0.42	0.303	0.374	0.141
LEPR	P48357	False	LEPR_HUMAN		CPI-SS03E63FFB7	0.0	0.008	0.0	0.026	0.01	0.014	0.0
CD300E	Q496F6	False	CD300E_HUMAN		CPI-SS0BBBF52FB	0.045	0.041	0.0	0.05	0.029	0.083	0.107
CD300E	Q496F6	False	CD300E_HUMAN		CPI-SS095770C2E	0.045	0.041	0.0	0.05	0.029	0.083	0.107
CD300E	Q496F6	False	CD300E_HUMAN		CPI-SS0AC49C5F3	0.045	0.041	0.0	0.05	0.029	0.083	0.107
SHISA4	Q96DD7	False	SHISA4_HUMAN		CPI-SS0D0A50722	0.0	0.0	0.0	0.0	0.0	0.01	0.0
IGFLR1	Q9H665	False	IGFLR1_HUMAN		CPI-SS0E06F7A23	0.276	0.519	0.0	0.31	0.077	0.275	0.107
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS0EC7107BC	2.858	2.688	0.623	2.734	1.965	2.842	3.137
HLA-B	P01889	False	HLA-B_HUMAN		CPI-SS0C10E0CC7	2.858	2.688	0.623	2.734	1.965	2.842	3.137
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS046A8E9FD	2.177	2.207	1.516	2.167	1.779	2.301	2.837
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS07B354092	2.177	2.207	1.516	2.167	1.779	2.301	2.837
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS0020944AD	2.177	2.207	1.516	2.167	1.779	2.301	2.837
KLRC2	P26717	False	KLRC2_HUMAN		CPI-SS0C4FA643F	0.0	0.007	0.0	0.0	0.0	0.001	0.0
KLRK1	P26718	False	KLRK1_HUMAN		CPI-SS03339363E	0.0	0.009	0.0	0.0	0.007	0.0	0.266
KLRC3	Q07444	False	KLRC3_HUMAN		CPI-SS04588B8E9	0.0	0.0	0.0	0.0	0.0	0.002	0.058
LRP12	Q9Y561	False	LRP12_HUMAN		CPI-SS0EAC2883C	0.0	0.011	0.0	0.018	0.077	0.036	0.0
VCL	P18206	False	VCL_HUMAN		CPI-SS080D80C91	0.12	0.184	0.0	0.176	0.117	0.134	0.066
LTBP3	Q9NS15	False	LTBP3_HUMAN		CPI-SS02FC37D1B	0.03	0.067	0.138	0.059	0.126	0.057	0.047
CD274	Q9NZQ7	False	CD274_HUMAN		CPI-SS0FF4BCD00	0.028	0.0	0.0	0.0	0.003	0.001	0.0
CD274	Q9NZQ7	False	CD274_HUMAN		CPI-SS08F13AD5C	0.028	0.0	0.0	0.0	0.003	0.001	0.0
TJP2	Q9UDY2	False	TJP2_HUMAN		CPI-SS0D6B1861F	0.0	0.028	0.0	0.066	0.039	0.067	0.0
CLCF1	Q9UBD9	False	CLCF1_HUMAN		CPI-SS07C42D3F8	0.0	0.0	0.0	0.005	0.005	0.026	0.0
CLCF1	Q9UBD9	False	CLCF1_HUMAN		CPI-SS05EBBEDFD	0.0	0.0	0.0	0.005	0.005	0.026	0.0
LILRB4	Q8NHJ6	False	LILRB4_HUMAN		CPI-SS067BA9202	0.0	0.428	0.0	0.259	0.002	0.218	0.0
RTN4	Q9NQC3	False	RTN4_HUMAN		CPI-SS0EA8631EC	0.315	1.127	0.574	0.945	0.973	0.884	0.208
RTN4	Q9NQC3	False	RTN4_HUMAN		CPI-SS03B2AADCA	0.315	1.127	0.574	0.945	0.973	0.884	0.208
CTNNB1	P35222	False	CTNNB1_HUMAN		CPI-SS072153B22	0.313	0.614	0.26	0.845	0.369	1.056	0.223
LIN7B	Q9HAP6	False	LIN7B_HUMAN		CPI-SS0E4E9E672	0.028	0.026	0.0	0.0	0.008	0.021	0.052
OMG	P23515	False	OMG_HUMAN		CPI-SS079D1F9AB	0.0	0.032	0.0	0.009	0.005	0.008	0.0
IL12A	P29459	False	IL12A_HUMAN		CPI-SS030CFF1E8	0.0	0.0	0.054	0.0	0.023	0.002	0.0
CFP	P27918	False	CFP_HUMAN		CPI-SS0E3699B05	0.033	1.133	0.0	0.917	0.054	0.948	0.072
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.103	0.019	0.0	0.011	0.0	0.026	0.0
CD22	P20273	False	CD22_HUMAN		CPI-SS07475EA98	0.103	0.019	0.0	0.011	0.0	0.026	0.0
CD22	P20273	False	CD22_HUMAN		CPI-SS00A9E7B68	0.103	0.019	0.0	0.011	0.0	0.026	0.0
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.036	0.007	0.0	0.0	0.0	0.0	0.0
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.0	0.0	0.0	0.0	0.0	0.0	0.051
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0A043B137	0.0	0.0	0.0	0.0	0.0	0.0	0.051
SIRPB2	Q5JXA9	False	SIRPB2_HUMAN		CPI-SS00375A15D	0.0	0.035	0.0	0.105	0.02	0.07	0.0
PCSK4	Q6UW60	False	PCSK4_HUMAN		CPI-SS0C443C23B	0.0	0.025	0.0	0.016	0.001	0.006	0.0
IL6R	P08887	False	IL6R_HUMAN		CPI-SS080E446DC	0.0	0.298	0.0	0.238	0.127	0.243	0.0
IL6R	P08887	False	IL6R_HUMAN		CPI-SS069EB0553	0.0	0.298	0.0	0.238	0.127	0.243	0.0
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0960C0FC2	0.0	0.298	0.0	0.238	0.127	0.243	0.0
IL18	Q14116	False	IL18_HUMAN		CPI-SS05E61742D	0.066	0.571	0.0	0.369	0.609	0.269	0.107
IL18	Q14116	False	IL18_HUMAN		CPI-SS0068487D6	0.066	0.571	0.0	0.369	0.609	0.269	0.107
IL18	Q14116	False	IL18_HUMAN		CPI-SS00E01E850	0.066	0.571	0.0	0.369	0.609	0.269	0.107
IL18	Q14116	False	IL18_HUMAN		CPI-SS0B9C69A05	0.066	0.571	0.0	0.369	0.609	0.269	0.107
CD200R1	Q8TD46	False	CD200R1_HUMAN		CPI-SS0A9E884E0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IL13RA1	P78552	False	IL13RA1_HUMAN		CPI-SS0282A4EB6	0.0	0.604	0.0	0.186	0.014	0.264	0.0
TNFRSF6B	O95407	False	TNFRSF6B_HUMAN		CPI-SS0B9DC75DD	0.0	0.007	0.0	0.005	0.009	0.011	0.0
TNFRSF17	Q02223	False	TNFRSF17_HUMAN		CPI-SS0B89DD8C1	0.029	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF17	Q02223	False	TNFRSF17_HUMAN		CPI-SS0C412B7DE	0.029	0.0	0.0	0.0	0.0	0.0	0.0
CD58	P19256	False	CD58_HUMAN		CPI-SS00B1BEE64	0.095	0.097	0.159	0.076	0.026	0.092	0.0
ST14	Q9Y5Y6	False	ST14_HUMAN		CPI-SS023DB5D07	0.14	0.147	0.0	0.185	0.024	0.144	0.0
ST14	Q9Y5Y6	False	ST14_HUMAN		CPI-SS0EC9ED967	0.14	0.147	0.0	0.185	0.024	0.144	0.0
ST14	Q9Y5Y6	False	ST14_HUMAN		CPI-SS0404C4A88	0.14	0.147	0.0	0.185	0.024	0.144	0.0
ST14	Q9Y5Y6	False	ST14_HUMAN		CPI-SS014198AD3	0.14	0.147	0.0	0.185	0.024	0.144	0.0
TGOLN2	O43493	False	TGOLN2_HUMAN		CPI-SS0F198B0CD	0.521	0.684	0.05	0.785	0.637	0.698	0.387
CLEC4A	Q9UMR7	False	CLEC4A_HUMAN		CPI-SS056D5F439	0.0	0.337	0.0	0.253	0.005	0.236	0.0
PLXNB1	O43157	False	PLXNB1_HUMAN		CPI-SS0397E30BE	0.031	0.0	0.0	0.006	0.01	0.002	0.0
IGSF9B	Q9UPX0	False	IGSF9B_HUMAN		CPI-SS047DD662F	0.0	0.0	0.0	0.0	0.004	0.0	0.0
CD99L2	Q8TCZ2	False	CD99L2_HUMAN		CPI-SS00EE2358D	0.0	0.032	0.213	0.023	0.02	0.016	0.0
PTGFRN	Q9P2B2	False	PTGFRN_HUMAN		CPI-SS05F207A72	0.0	0.0	0.0	0.0	0.002	0.001	0.0
CD68	P34810	False	CD68_HUMAN		CPI-SS048518585	0.18	0.744	0.0	1.077	0.127	1.286	0.098
CD68	P34810	False	CD68_HUMAN		CPI-SS05C3568B3	0.18	0.744	0.0	1.077	0.127	1.286	0.098
LRFN3	Q9BTN0	False	LRFN3_HUMAN		CPI-SS0DE661F9B	0.0	0.0	0.0	0.0	0.002	0.001	0.0
CD163	Q86VB7	False	CD163_HUMAN		CPI-SS0D14C760A	0.0	0.031	0.0	0.233	0.001	0.219	0.047
CD163	Q86VB7	False	CD163_HUMAN		CPI-SS072251A9E	0.0	0.031	0.0	0.233	0.001	0.219	0.047
CD163	Q86VB7	False	CD163_HUMAN		CPI-SS09955437E	0.0	0.031	0.0	0.233	0.001	0.219	0.047
LCTL	Q6UWM7	False	LCTL_HUMAN		CPI-SS0AC3FFC8B	0.0	0.0	0.0	0.0	0.004	0.001	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS040E214BD	0.0	0.267	0.0	0.416	0.001	0.403	0.0
ASGR2	P07307	False	ASGR2_HUMAN		CPI-SS00066C66A	0.0	0.267	0.0	0.416	0.001	0.403	0.0
TSPAN33	Q86UF1	False	TSPAN33_HUMAN		CPI-SS059C6CBC2	0.089	0.238	0.0	0.055	0.145	0.084	0.112
TSPAN3	O60637	False	TSPAN3_HUMAN		CPI-SS06D625799	0.054	0.148	0.052	0.131	0.197	0.113	0.0
TSPAN15	O95858	False	TSPAN15_HUMAN		CPI-SS0A2C1C6CE	0.0	0.0	0.0	0.008	0.0	0.0	0.0
TSPAN5	P62079	False	TSPAN5_HUMAN		CPI-SS0BECC0DD3	0.0	0.0	0.438	0.028	0.015	0.011	0.0
TSPAN5	P62079	False	TSPAN5_HUMAN		CPI-SS0CFC35868	0.0	0.0	0.438	0.028	0.015	0.011	0.0
GPNMB	Q14956	False	GPNMB_HUMAN		CPI-SS01BCCEDA6	0.0	0.0	0.0	0.0	0.0	0.013	0.0
TSPAN14	Q8NG11	False	TSPAN14_HUMAN		CPI-SS0660CD281	0.04	0.099	0.175	0.216	0.052	0.202	0.255
TSPAN17	Q96FV3	False	TSPAN17_HUMAN		CPI-SS0868AEF95	0.0	0.023	0.211	0.024	0.017	0.013	0.0
TSPAN10	Q9H1Z9	False	TSPAN10_HUMAN		CPI-SS0A03A0CBF	0.0	0.0	0.0	0.006	0.006	0.001	0.0
BTK	Q06187	False	BTK_HUMAN		CPI-SS091600C50	0.054	0.242	0.053	0.116	0.17	0.136	0.0
BTK	Q06187	False	BTK_HUMAN		CPI-SS0E3B5FD1B	0.054	0.242	0.053	0.116	0.17	0.136	0.0
BTK	Q06187	False	BTK_HUMAN		CPI-SS008113846	0.054	0.242	0.053	0.116	0.17	0.136	0.0
IFNGR2	P38484	False	IFNGR2_HUMAN		CPI-SS0E71CCB88	0.37	0.264	0.05	0.464	0.114	0.77	0.048
IFNGR2	P38484	False	IFNGR2_HUMAN		CPI-SS071B6D5F0	0.37	0.264	0.05	0.464	0.114	0.77	0.048
CRKL	P46109	False	CRKL_HUMAN		CPI-SS05BACE560	0.026	0.033	0.115	0.062	0.06	0.053	0.058
CISH	Q9NSE2	False	CISH_HUMAN		CPI-SS0E2B3EF82	0.065	0.03	0.052	0.024	0.029	0.023	0.0
HAVCR2	Q8TDQ0	False	HAVCR2_HUMAN		CPI-SS0B80D33CE	0.0	0.194	0.0	0.371	0.038	0.363	0.0
HAVCR2	Q8TDQ0	False	HAVCR2_HUMAN		CPI-SS0E23CEB91	0.0	0.194	0.0	0.371	0.038	0.363	0.0
HAVCR2	Q8TDQ0	False	HAVCR2_HUMAN		CPI-SS0FB4FDC64	0.0	0.194	0.0	0.371	0.038	0.363	0.0
HCST	Q9UBK5	False	HCST_HUMAN		CPI-SS0B8087A17	0.426	1.115	0.301	1.519	0.918	1.556	1.115
HCST	Q9UBK5	False	HCST_HUMAN		CPI-SS08C62174E	0.426	1.115	0.301	1.519	0.918	1.556	1.115
